DBN,Cohort,Total Enrolled,Total Present,Average Attendance
15K015,2008,68727.0,62795.0,0.9136874881778632
15K024,2006,149354.0,139314.0,0.9327771603037079
15K024,2007,144730.0,135413.0,0.9356249568161404
15K024,2008,141762.0,132581.0,0.9352365231867497
15K027,2006,100521.0,88334.0,0.8787616517941524
15K027,2007,105210.0,91005.0,0.8649843170801255
15K027,2008,98480.0,83321.0,0.846070268074736
15K029,2006,132546.0,126105.0,0.9514055497714001
15K029,2007,124559.0,118428.0,0.9507783460047046
15K029,2008,116585.0,110430.0,0.9472059012737488
15K032,2006,51377.0,46363.0,0.9024076921579696
15K032,2007,53901.0,49380.0,0.9161240051204987
15K032,2008,56083.0,51311.0,0.9149118271133855
15K038,2006,89004.0,81291.0,0.913340973439396
15K038,2007,86715.0,80125.0,0.9240039208902727
15K038,2008,87857.0,80257.0,0.9134957943021046
15K039,2006,68903.0,64058.0,0.9296837583269234
15K039,2007,63845.0,60239.0,0.9435194611950818
15K039,2008,61169.0,57481.0,0.9397080220373065
15K051,2006,184574.0,176857.0,0.958190210972293
15K051,2007,181860.0,174966.0,0.962091718904652
15K051,2008,183914.0,176823.0,0.96144393575258
15K058,2006,89936.0,83484.0,0.9282600960683153
15K058,2007,100690.0,94132.0,0.9348694011321879
15K058,2008,110069.0,103276.0,0.9382841672042083
15K088,2006,177051.0,164398.0,0.9285347159857894
15K088,2007,164519.0,153871.0,0.935277992207587
15K088,2008,152587.0,141502.0,0.9273529199735233
15K094,2006,212485.0,199505.0,0.9389133350589454
15K094,2007,194790.0,183581.0,0.9424559782329688
15K094,2008,178728.0,168700.0,0.9438923951479343
15K107,2006,86972.0,82058.0,0.9434990571678241
15K107,2007,86408.0,81900.0,0.9478289047310434
15K107,2008,85335.0,80803.0,0.9468916622722212
15K124,2006,62771.0,59305.0,0.9447834190948049
15K124,2007,58198.0,55277.0,0.9498092717962816
15K124,2008,57603.0,54402.0,0.9444299776053331
15K130,2006,97017.0,89937.0,0.9270230990444973
15K130,2007,97027.0,90333.0,0.931008894431447
15K130,2008,96894.0,89767.0,0.926445393935641
15K131,2006,162905.0,150920.0,0.9264295141340044
15K131,2007,156133.0,145919.0,0.934581414563225
15K131,2008,156857.0,146921.0,0.9366556800142806
15K136,2006,89451.0,80338.0,0.8981229947121888
15K136,2007,83268.0,75930.0,0.9118749099293847
15K136,2008,86595.0,79131.0,0.9138056469773082
15K146,2006,97568.0,90927.0,0.9319346507051492
15K146,2007,101350.0,94935.0,0.936704489393192
15K146,2008,101731.0,95523.0,0.938976319902488
15K154,2006,74774.0,70460.0,0.9423061491962447
15K154,2007,78112.0,73882.0,0.9458469889389595
15K154,2008,79900.0,75158.0,0.9406508135168962
15K169,2006,199345.0,189275.0,0.9494845619403547
15K169,2007,207908.0,197660.0,0.9507089674279008
15K169,2008,218329.0,208180.0,0.9535151079334399
15K172,2006,100626.0,95264.0,0.9467135730328146
15K172,2007,99452.0,94297.0,0.9481659494027269
15K172,2008,103611.0,98113.0,0.9469361361245427
15K230,2006,221346.0,208488.0,0.9419099509365428
15K230,2007,222903.0,210261.0,0.9432847471770232
15K230,2008,222600.0,209217.0,0.9398787061994609
15K261,2006,147624.0,138384.0,0.937408551455048
15K261,2007,149195.0,139619.0,0.9358155434163343
15K261,2008,151163.0,142126.0,0.9402168520074357
15K295,2006,77046.0,71305.0,0.9254860732549386
15K295,2007,75865.0,70175.0,0.924998352336387
15K295,2008,72157.0,67341.0,0.9332566486965922
15K321,2006,235120.0,222629.0,0.9468739367131678
15K321,2007,235368.0,223995.0,0.9516799225043336
15K321,2008,235889.0,224898.0,0.953406051151177
15K418,2006,61597.0,58263.0,0.9458739873695148
15K418,2007,59881.0,56981.0,0.9515706150531889
15K418,2008,59954.0,56884.0,0.948794075457851
15K429,2006,119705.0,95020.0,0.7937847207718975
15K429,2007,110248.0,87247.0,0.7913703649952833
15K429,2008,95620.0,72742.0,0.7607404308722024
15K442,2006,42469.0,37241.0,0.8768984435706044
15K442,2007,42244.0,37169.0,0.879864596155667
15K442,2008,39617.0,35050.0,0.884721205543075
15K443,2006,77333.0,71136.0,0.9198660339053185
15K443,2007,76901.0,71987.0,0.936099660602593
15K443,2008,77513.0,72581.0,0.9363719634125889
15K447,2006,73562.0,68445.0,0.9304396291563579
15K447,2007,84636.0,80390.0,0.9498322226948344
15K447,2008,93501.0,88782.0,0.9495299515513204
15K448,2006,104365.0,93078.0,0.8918507162362861
15K448,2007,109633.0,95343.0,0.8696560342232722
15K448,2008,121335.0,104495.0,0.8612106976552519
15K462,2006,107823.0,85181.0,0.7900076978010258
15K462,2007,108582.0,88163.0,0.8119485734283767
15K462,2008,101778.0,83185.0,0.8173180844583309
15K463,2006,114026.0,91041.0,0.7984231666462035
15K463,2007,109801.0,89055.0,0.8110581870839063
15K463,2008,95543.0,77078.0,0.8067362339470187
15K464,2006,94924.0,76054.0,0.8012093885634823
15K464,2007,90410.0,71646.0,0.7924565866607676
15K464,2008,84871.0,66751.0,0.7864995110226107
15K497,2006,85594.0,70062.0,0.8185386826179405
15K497,2007,84931.0,70398.0,0.8288846239888851
15K497,2008,85284.0,71911.0,0.8431945030720885
15K519,2006,133098.0,101625.0,0.7635351395212551
15K519,2007,122756.0,95732.0,0.7798559744533872
15K519,2008,124620.0,98991.0,0.7943428021184401
15K520,2007,48860.0,32639.0,0.6680106426524764
15K520,2008,44539.0,26853.0,0.602909809380543
15K529,2007,33494.0,25655.0,0.7659580820445453
15K529,2008,34186.0,26769.0,0.7830398408705318
15K530,2006,72324.0,48768.0,0.674298987887838
15K530,2007,67669.0,50904.0,0.7522499224164684
15K530,2008,67537.0,55806.0,0.8263026193049736
15K592,2007,10831.0,9807.0,0.9054565598744345
15K592,2008,9705.0,8445.0,0.8701700154559505
15K656,2006,118387.0,102839.0,0.8686680125351601
15K656,2007,97752.0,85034.0,0.8698952451100744
15K656,2008,95763.0,86700.0,0.9053601077660475
15K657,2006,46204.0,16479.0,0.35665743225694746
15K657,2007,44145.0,10171.0,0.23039981877902369
15K657,2008,27178.0,7896.0,0.2905291044226948
15K698,2006,22895.0,16684.0,0.7287180607119459
15K698,2007,26006.0,17606.0,0.6769976159347842
15K698,2008,25897.0,18011.0,0.6954859636251304
15K821,2006,80196.0,75304.0,0.9389994513442067
15K821,2007,86864.0,81391.0,0.9369934610425493
15K821,2008,91307.0,86034.0,0.9422497727446965
15K836,2006,21112.0,18764.0,0.8887836301629405
15K836,2007,24017.0,21791.0,0.9073156514135821
15K836,2008,18497.0,16604.0,0.8976590798507866
16K005,2006,82211.0,73797.0,0.897653598666845
16K005,2007,79536.0,72946.0,0.9171444377388855
16K005,2008,78128.0,70792.0,0.906102805652263
16K021,2006,126568.0,115948.0,0.9160925352379748
16K021,2007,127897.0,118230.0,0.9244157407914181
16K021,2008,127821.0,117964.0,0.9228843460777181
16K025,2006,73994.0,65621.0,0.8868421763926805
16K025,2007,68400.0,61072.0,0.8928654970760234
16K025,2008,64658.0,57690.0,0.8922329796776888
16K026,2006,74189.0,67632.0,0.9116176252544178
16K026,2007,72130.0,65817.0,0.9124774712324969
16K026,2008,66172.0,60356.0,0.9121078401740917
16K028,2006,44552.0,40642.0,0.9122373855270246
16K028,2007,43924.0,40557.0,0.9233448684090703
16K028,2008,45596.0,41089.0,0.9011536099657864
16K035,2006,53040.0,45812.0,0.8637254901960785
16K035,2007,43656.0,38308.0,0.8774967931097672
16K035,2008,40861.0,36111.0,0.8837522331807837
16K040,2006,72510.0,65090.0,0.8976692869948972
16K040,2007,69383.0,63745.0,0.9187409019500454
16K040,2008,65599.0,59698.0,0.9100443604323236
16K057,2006,62169.0,53211.0,0.8559088934999759
16K057,2007,52346.0,45879.0,0.876456653803538
16K057,2008,45127.0,39414.0,0.873401732887185
16K081,2006,84706.0,74482.0,0.879300167638656
16K081,2007,80194.0,70938.0,0.8845798937576377
16K081,2008,82037.0,72310.0,0.881431549179029
16K143,2006,40825.0,35784.0,0.8765217391304347
16K243,2006,83872.0,76421.0,0.9111622472338802
16K243,2007,77031.0,70467.0,0.9147875530630525
16K243,2008,66101.0,59773.0,0.904267711532352
16K262,2006,69772.0,61530.0,0.8818723843375567
16K262,2007,69196.0,62142.0,0.8980576911960229
16K262,2008,67390.0,60689.0,0.9005638818815848
16K267,2006,88292.0,76758.0,0.8693652879083043
16K267,2007,81557.0,69414.0,0.8511102664394228
16K267,2008,70302.0,60734.0,0.8639014537282012
16K304,2006,72243.0,62159.0,0.8604155419902274
16K308,2006,165425.0,149841.0,0.9057941665407284
16K308,2007,152364.0,138247.0,0.9073468798403822
16K308,2008,139954.0,126370.0,0.9029395372765338
16K309,2006,83795.0,76540.0,0.9134196551106868
16K309,2007,77330.0,71234.0,0.921169015905858
16K309,2008,67422.0,62307.0,0.9241345554863397
16K322,2006,36400.0,31579.0,0.867554945054945
16K322,2007,46837.0,39111.0,0.8350449431005401
16K335,2006,86736.0,76906.0,0.8866675890057185
16K335,2007,81614.0,73507.0,0.9006665523072022
16K335,2008,75633.0,67570.0,0.8933930956064152
16K385,2006,53284.0,44882.0,0.8423166428946776
16K385,2007,56596.0,48795.0,0.8621634037741183
16K385,2008,50723.0,43536.0,0.8583088539715711
16K393,2006,77944.0,70250.0,0.901288104279996
16K393,2007,85919.0,76780.0,0.8936323746784762
16K393,2008,91243.0,73683.0,0.8075468803086264
16K455,2006,666438.0,430802.0,0.6464247236802223
16K455,2007,569035.0,372923.0,0.655360390837119
16K455,2008,436355.0,311015.0,0.7127568149786297
16K498,2006,131293.0,89521.0,0.6818413776819785
16K498,2007,103628.0,88184.0,0.8509669201374146
16K498,2008,78336.0,70766.0,0.9033649918300654
16K534,2006,44685.0,38282.0,0.8567080675842005
16K534,2007,44222.0,38687.0,0.874836054452535
16K534,2008,46439.0,40941.0,0.8816081310967075
16K584,2006,50751.0,46656.0,0.9193119347402021
16K584,2007,53196.0,48258.0,0.9071734716896007
16K584,2008,54349.0,49181.0,0.9049108539255553
16K594,2007,13157.0,10928.0,0.8305844797446227
16K594,2008,25302.0,21262.0,0.8403288277606513
16K627,2008,13676.0,11908.0,0.870722433460076
16K628,2008,12063.0,10981.0,0.9103042360938407
16K636,2008,42868.0,38990.0,0.9095362508164598
17K002,2006,114349.0,105118.0,0.9192734523257746
17K002,2007,94428.0,86848.0,0.9197271995594527
17K002,2008,78973.0,72720.0,0.9208210401023135
17K006,2006,117732.0,108797.0,0.924107294533347
17K006,2007,113235.0,105391.0,0.9307281317613812
17K006,2008,118048.0,109026.0,0.9235734616427216
17K012,2006,84283.0,73095.0,0.8672567421662731
17K012,2007,63695.0,55020.0,0.8638040662532381
17K012,2008,48752.0,41826.0,0.8579340334755498
17K022,2006,109445.0,97894.0,0.8944584037644479
17K022,2007,108608.0,98935.0,0.9109365792575133
17K022,2008,98266.0,89564.0,0.91144444670588
17K061,2006,186579.0,166207.0,0.8908130068228471
17K061,2007,181800.0,164341.0,0.903965896589659
17K061,2008,195850.0,176854.0,0.9030074036252234
17K091,2006,140191.0,128272.0,0.9149802769079327
17K091,2007,139603.0,127926.0,0.9163556657091896
17K091,2008,139044.0,127612.0,0.9177814217082363
17K092,2006,141554.0,128807.0,0.9099495598852735
17K092,2007,133734.0,123087.0,0.9203867378527525
17K092,2008,117067.0,107256.0,0.9161932910213809
17K138,2006,188286.0,167403.0,0.8890889391670119
17K138,2007,183605.0,164528.0,0.8960976008278642
17K138,2008,167083.0,149132.0,0.8925623791768164
17K161,2006,179935.0,169632.0,0.9427404340456276
17K161,2007,170446.0,160143.0,0.9395527029088392
17K161,2008,166106.0,156186.0,0.9402790988886615
17K167,2006,108759.0,97243.0,0.8941145100635349
17K167,2007,102153.0,92009.0,0.9006979726488699
17K167,2008,93224.0,83609.0,0.8968613232643954
17K181,2006,229370.0,211557.0,0.922339451541178
17K181,2007,219726.0,202239.0,0.9204145162611617
17K181,2008,220435.0,202499.0,0.9186336108149795
17K189,2006,210776.0,198791.0,0.9431386875166053
17K189,2007,205467.0,193867.0,0.9435432453873371
17K189,2008,204409.0,192012.0,0.9393519854800914
17K191,2006,63130.0,55179.0,0.8740535403136386
17K191,2007,57571.0,50907.0,0.884247277275017
17K191,2008,51321.0,45363.0,0.8839071725024844
17K221,2006,122979.0,113070.0,0.9194252677286366
17K221,2007,118420.0,109793.0,0.9271491302144907
17K221,2008,115532.0,106137.0,0.9186805387252017
17K241,2006,114163.0,105277.0,0.9221639235128719
17K241,2007,113444.0,104576.0,0.9218292725926448
17K241,2008,104249.0,96135.0,0.9221671191090562
17K246,2006,177725.0,154835.0,0.8712055141370094
17K246,2007,142690.0,126338.0,0.8854019202466886
17K246,2008,122679.0,109684.0,0.8940731502539147
17K249,2006,135892.0,126783.0,0.9329688281870897
17K249,2007,135129.0,127001.0,0.9398500691931414
17K249,2008,130375.0,122190.0,0.9372195589645254
17K289,2006,153519.0,137243.0,0.8939805496388069
17K289,2007,145616.0,131258.0,0.9013981980002198
17K289,2008,134571.0,121485.0,0.9027576520944334
17K316,2006,71062.0,64433.0,0.9067152627283217
17K316,2007,63030.0,58189.0,0.9231953038235761
17K316,2008,55326.0,50863.0,0.9193326826446878
17K334,2006,31702.0,28385.0,0.8953693773263517
17K334,2007,46083.0,40590.0,0.8808020311177658
17K334,2008,44013.0,38830.0,0.8822393383772976
17K340,2006,64796.0,61551.0,0.9499197481326008
17K340,2007,63183.0,59413.0,0.9403320513429245
17K340,2008,57433.0,54408.0,0.9473299322689046
17K352,2006,96092.0,85689.0,0.8917391666319777
17K352,2007,87580.0,78381.0,0.8949646037908198
17K352,2008,82788.0,73600.0,0.8890177320384597
17K353,2006,35561.0,32246.0,0.9067798993279154
17K353,2007,35025.0,31785.0,0.9074946466809422
17K353,2008,31676.0,28946.0,0.913814875615608
17K354,2006,35239.0,31692.0,0.8993444762904736
17K354,2007,48842.0,44128.0,0.9034847057860038
17K354,2008,45220.0,40864.0,0.9036709420610349
17K375,2006,101165.0,89733.0,0.8869964908812337
17K375,2007,105178.0,95555.0,0.9085074825533856
17K375,2008,102613.0,93463.0,0.9108300117918782
17K382,2006,28388.0,24999.0,0.8806185712272792
17K382,2007,60377.0,53050.0,0.8786458419596866
17K382,2008,91733.0,78637.0,0.8572378533352228
17K390,2007,809.0,809.0,1.0
17K391,2006,500.0,500.0,1.0
17K391,2007,227.0,227.0,1.0
17K394,2006,147952.0,136323.0,0.9214001838434087
17K394,2007,135948.0,126388.0,0.9296789949098184
17K394,2008,129788.0,120209.0,0.9261950257342744
17K397,2006,75460.0,70341.0,0.9321627352239598
17K397,2007,76519.0,71563.0,0.9352317725009475
17K397,2008,77755.0,72375.0,0.930808308147386
17K398,2006,96704.0,87539.0,0.9052262574454004
17K398,2007,86641.0,77583.0,0.8954536535820223
17K398,2008,70254.0,63783.0,0.9078913656161927
17K399,2006,83299.0,77367.0,0.9287866601039628
17K399,2007,81022.0,75981.0,0.9377823307249883
17K399,2008,86422.0,81264.0,0.940316123209368
17K408,2006,17260.0,15244.0,0.8831981460023175
17K408,2007,31263.0,26927.0,0.8613056968301187
17K408,2008,46692.0,36814.0,0.7884434164310803
17K467,2006,22321.0,11919.0,0.533981452443887
17K467,2007,21558.0,9887.0,0.45862324890991746
17K467,2008,19612.0,9603.0,0.4896491943707934
17K470,2006,538.0,538.0,1.0
17K484,2006,13578.0,12087.0,0.8901900132567389
17K484,2007,23229.0,20439.0,0.8798915149166989
17K484,2008,28775.0,25334.0,0.8804170286707211
17K489,2006,48951.0,31021.0,0.6337153480010623
17K489,2007,48950.0,33646.0,0.6873544433094995
17K489,2008,45369.0,32930.0,0.7258260045405454
17K524,2006,53952.0,49547.0,0.9183533511269276
17K524,2007,70073.0,62716.0,0.8950094901031781
17K524,2008,69308.0,63050.0,0.9097073930859353
17K528,2006,55573.0,46724.0,0.8407679988483616
17K528,2007,70273.0,60073.0,0.8548517922957608
17K528,2008,72700.0,61838.0,0.8505914718019257
17K531,2006,82589.0,69694.0,0.8438654058046471
17K531,2007,86818.0,74029.0,0.8526918380980902
17K531,2008,72089.0,61872.0,0.8582724132669339
17K533,2006,80194.0,67657.0,0.8436666084744494
17K533,2007,85368.0,70179.0,0.8220761877987067
17K533,2008,80436.0,64770.0,0.8052364612859914
17K537,2006,54036.0,45332.0,0.838922200014805
17K537,2007,72178.0,59667.0,0.8266646346532184
17K537,2008,70826.0,59431.0,0.8391127552028916
17K539,2006,53282.0,45923.0,0.8618858150970309
17K539,2007,69977.0,58665.0,0.8383468854052045
17K539,2008,70093.0,59274.0,0.845647924899776
17K543,2006,80851.0,69700.0,0.8620796279576011
17K543,2007,88415.0,78639.0,0.8894305264943732
17K543,2008,89575.0,80154.0,0.8948255651688529
17K544,2006,64411.0,55908.0,0.8679883870767415
17K544,2007,70607.0,63936.0,0.9055192827906582
17K544,2008,74768.0,64304.0,0.8600470789642628
17K546,2006,69349.0,59504.0,0.8580368858959754
17K546,2007,67507.0,61151.0,0.9058468010724814
17K546,2008,67148.0,61799.0,0.9203401441591708
17K547,2006,75859.0,63472.0,0.8367102123676822
17K547,2007,80390.0,65758.0,0.8179873118547083
17K547,2008,76157.0,64229.0,0.8433761834105861
17K548,2006,64982.0,59599.0,0.917161675540919
17K548,2007,66650.0,57551.0,0.8634808702175544
17K548,2008,65356.0,55651.0,0.8515056000979252
17K568,2007,33225.0,22165.0,0.6671181339352897
17K568,2008,33169.0,25542.0,0.7700563779432603
17K587,2006,83427.0,74263.0,0.890155465257051
17K587,2007,73794.0,65436.0,0.8867387592487194
17K587,2008,65233.0,58080.0,0.8903469103061334
17K590,2006,164593.0,131979.0,0.8018506254822502
17K590,2007,161127.0,138171.0,0.8575285333929137
17K590,2008,156711.0,136220.0,0.8692433843189055
17K600,2006,384815.0,324614.0,0.8435585930901862
17K600,2007,382961.0,325780.0,0.8506871456884644
17K600,2008,351570.0,312818.0,0.8897744403674944
17K625,2006,232086.0,170535.0,0.7347922752772679
17K625,2007,231284.0,165577.0,0.7159033915013576
17K625,2008,191689.0,133605.0,0.6969883509225882
18K066,2006,121324.0,114334.0,0.9423856780191883
18K066,2007,126337.0,118504.0,0.9379991609742198
18K066,2008,129555.0,122164.0,0.9429508702867508
18K068,2006,210663.0,188178.0,0.8932655473433873
18K068,2007,209854.0,188907.0,0.9001829843605554
18K068,2008,198293.0,180938.0,0.9124779997276757
18K114,2006,172615.0,158549.0,0.9185122961503925
18K114,2007,159128.0,147333.0,0.9258772811824443
18K114,2008,160623.0,148414.0,0.9239897150470356
18K115,2006,222861.0,208670.0,0.9363235379900476
18K115,2007,220089.0,207123.0,0.9410874691602034
18K115,2008,224744.0,211788.0,0.9423521873776386
18K135,2006,147460.0,136765.0,0.9274718567747186
18K135,2007,143725.0,135592.0,0.9434127674378153
18K135,2008,138829.0,130578.0,0.9405671725648099
18K208,2006,125405.0,117126.0,0.9339818986483792
18K208,2007,122089.0,114772.0,0.9400683108224328
18K208,2008,116588.0,109203.0,0.9366572889148111
18K211,2006,142049.0,129770.0,0.9135579975923801
18K211,2007,130868.0,118384.0,0.9046061680471926
18K211,2008,139003.0,127462.0,0.9169730149708999
18K219,2006,167166.0,152303.0,0.9110883792158693
18K219,2007,152423.0,139385.0,0.9144617282168701
18K219,2008,151325.0,138220.0,0.9133983148851809
18K232,2006,152431.0,139894.0,0.9177529505153151
18K232,2007,92949.0,86814.0,0.9339960623567763
18K233,2006,142719.0,133448.0,0.9350401838577905
18K233,2007,140021.0,130702.0,0.9334456974310996
18K233,2008,133351.0,123785.0,0.9282645049530938
18K235,2006,267464.0,253837.0,0.9490510872491251
18K235,2007,254810.0,242760.0,0.9527098622503042
18K235,2008,250097.0,236878.0,0.9471445079309228
18K244,2006,189729.0,177110.0,0.9334893453293909
18K244,2007,178773.0,167622.0,0.9376248091154704
18K244,2008,164027.0,152746.0,0.9312247373907954
18K252,2006,69114.0,61930.0,0.8960557918800822
18K252,2007,46323.0,41738.0,0.9010210910346912
18K268,2006,122419.0,113234.0,0.924970797016803
18K268,2007,114078.0,105435.0,0.9242360490190922
18K268,2008,100910.0,93666.0,0.928213259340006
18K272,2006,148566.0,133127.0,0.8960798567639972
18K272,2007,138197.0,124329.0,0.899650498925447
18K272,2008,123498.0,111459.0,0.9025166399455862
18K276,2006,174056.0,162109.0,0.9313611711173415
18K276,2007,162094.0,151638.0,0.9354942194035559
18K276,2008,158470.0,149009.0,0.9402978481731558
18K279,2006,150246.0,142129.0,0.9459752672284121
18K279,2007,138341.0,130786.0,0.9453885688263061
18K279,2008,120367.0,112962.0,0.9384798158963835
18K285,2006,187121.0,172968.0,0.9243644486722495
18K285,2007,189309.0,175991.0,0.9296494091670232
18K285,2008,190457.0,175829.0,0.9231952619226387
18K415,2006,327392.0,212556.0,0.6492400547356074
18K415,2007,203241.0,121398.0,0.5973105820183919
18K415,2008,100981.0,61587.0,0.6098870084471336
18K500,2006,439974.0,296161.0,0.6731329578566007
18K500,2007,418436.0,282908.0,0.6761081742488696
18K500,2008,253613.0,182049.0,0.7178220359366436
18K515,2006,267709.0,178678.0,0.6674336686476734
18K515,2007,134979.0,86161.0,0.6383289252402226
18K515,2008,54519.0,36059.0,0.6614024468533906
18K563,2007,17732.0,15599.0,0.8797090006767426
18K563,2008,32737.0,29505.0,0.9012737880685463
18K566,2007,13137.0,11742.0,0.8938113724594656
18K566,2008,26295.0,21643.0,0.823084236546872
18K567,2007,15124.0,12160.0,0.8040201005025126
18K567,2008,30363.0,23708.0,0.780818759674604
18K569,2007,12805.0,11310.0,0.883248730964467
18K569,2008,24396.0,21199.0,0.8689539268732579
18K576,2007,14194.0,12705.0,0.8950965196561927
18K576,2008,27049.0,23713.0,0.8766682686975489
18K578,2007,23534.0,13964.0,0.593354295912297
18K578,2008,25320.0,16036.0,0.6333333333333333
18K581,2007,16924.0,15602.0,0.9218860789411487
18K581,2008,27160.0,24879.0,0.9160162002945508
18K588,2007,19045.0,17874.0,0.9385140456812812
18K588,2008,31477.0,28869.0,0.9171458525272421
18K589,2007,14588.0,12708.0,0.8711269536605429
18K589,2008,24561.0,21299.0,0.8671878180855829
18K598,2007,16526.0,15385.0,0.9309572794384606
18K598,2008,32804.0,29609.0,0.9026033410559687
18K617,2008,13884.0,12467.0,0.8979400749063671
18K629,2008,13854.0,12048.0,0.8696405370290169
18K633,2008,18943.0,17209.0,0.9084622287916381
18K635,2008,23118.0,16760.0,0.7249762090146207
18K637,2008,11335.0,9401.0,0.8293780326422585
18K642,2008,18758.0,16117.0,0.8592067384582578
18K922,2007,22488.0,10988.0,0.4886161508360014
18K922,2008,37691.0,15487.0,0.4108938473375607
19K007,2006,168779.0,154094.0,0.9129927301382281
19K007,2007,169294.0,155323.0,0.9174749252779189
19K007,2008,168513.0,152622.0,0.9056986701322747
19K013,2006,113594.0,101274.0,0.8915435674419424
19K013,2007,113162.0,101367.0,0.8957688976865026
19K013,2008,105184.0,94044.0,0.8940903559476726
19K065,2006,100217.0,91805.0,0.9160621451450353
19K065,2007,101335.0,92263.0,0.9104751566586076
19K065,2008,101080.0,91581.0,0.9060249307479225
19K072,2006,143604.0,128498.0,0.8948079440684104
19K072,2007,144078.0,130302.0,0.9043851247241078
19K072,2008,144198.0,128832.0,0.8934381891565764
19K089,2006,44484.0,41555.0,0.9341561010700477
19K089,2007,45197.0,42512.0,0.9405934022169613
19K089,2008,46425.0,43268.0,0.9319978459881529
19K108,2006,178938.0,164727.0,0.9205814304395936
19K108,2007,180963.0,166753.0,0.9214756607704337
19K108,2008,175365.0,160934.0,0.9177087788327203
19K149,2006,142612.0,126570.0,0.8875129722603988
19K149,2007,146287.0,129984.0,0.8885546904372911
19K149,2008,146001.0,129036.0,0.8838021657385908
19K158,2006,101614.0,91908.0,0.9044816659121775
19K158,2007,108359.0,99044.0,0.9140357515296376
19K158,2008,109104.0,98494.0,0.9027533362663147
19K159,2006,168534.0,155660.0,0.9236118528012152
19K159,2007,169898.0,157154.0,0.9249902882906215
19K159,2008,165868.0,151755.0,0.9149142691779005
19K166,2006,124238.0,108089.0,0.8700156151901994
19K166,2007,104946.0,93184.0,0.887923312941894
19K166,2008,97921.0,86760.0,0.8860203633541324
19K171,2006,180358.0,159554.0,0.8846516372991494
19K171,2007,164650.0,146998.0,0.8927907682963863
19K171,2008,154784.0,138158.0,0.8925857969816001
19K174,2006,93967.0,84377.0,0.8979428948460629
19K174,2007,86479.0,77902.0,0.9008198522184576
19K174,2008,84794.0,76801.0,0.9057362549236975
19K190,2006,63978.0,57092.0,0.8923692519303511
19K190,2007,67844.0,60128.0,0.8862684983196746
19K190,2008,57885.0,50593.0,0.8740260862054072
19K202,2006,199086.0,176637.0,0.8872396853621048
19K202,2007,190484.0,170217.0,0.893602612292896
19K202,2008,182296.0,162086.0,0.8891363496730592
19K213,2006,97613.0,89066.0,0.9124399414012477
19K213,2007,91704.0,84262.0,0.9188475966151968
19K213,2008,85533.0,78863.0,0.9220184022541008
19K214,2006,191822.0,173493.0,0.9044478735494365
19K214,2007,194400.0,177211.0,0.9115792181069959
19K214,2008,193826.0,174741.0,0.901535397727859
19K218,2006,175962.0,154566.0,0.8784055648378627
19K218,2007,158373.0,139153.0,0.8786409299564951
19K218,2008,146673.0,128670.0,0.87725757296844
19K224,2006,161365.0,143328.0,0.8882223530505376
19K224,2007,156642.0,141416.0,0.9027974617280168
19K224,2008,152496.0,137221.0,0.8998334382541181
19K260,2006,82743.0,72927.0,0.8813676081360357
19K260,2007,80541.0,70375.0,0.8737785724041172
19K260,2008,73268.0,65841.0,0.8986324179723754
19K273,2006,96408.0,88987.0,0.9230250601609825
19K273,2007,91844.0,84683.0,0.9220308348939507
19K273,2008,87609.0,80806.0,0.9223481605771097
19K290,2006,117322.0,107248.0,0.914133751555548
19K290,2007,113460.0,104248.0,0.9188083906222457
19K290,2008,107181.0,99862.0,0.931713643276327
19K292,2006,164745.0,143132.0,0.8688093720598501
19K292,2007,140688.0,127107.0,0.9034672466734903
19K292,2008,128218.0,114158.0,0.89034300956184
19K302,2006,208026.0,181185.0,0.8709728591618355
19K302,2007,187660.0,166022.0,0.8846957263135458
19K302,2008,173041.0,152088.0,0.8789130899613387
19K306,2006,130186.0,115906.0,0.8903107861060329
19K306,2007,132771.0,117139.0,0.8822634460838586
19K306,2008,129307.0,114485.0,0.8853735683296341
19K311,2006,41808.0,39145.0,0.9363040566398775
19K311,2007,45762.0,42606.0,0.9310344827586207
19K311,2008,46234.0,42823.0,0.9262231258381278
19K328,2006,127063.0,109076.0,0.858440301267875
19K328,2007,113408.0,98718.0,0.8704676918735892
19K328,2008,105378.0,94464.0,0.8964299948755907
19K345,2006,136745.0,123259.0,0.9013784781893305
19K345,2007,131116.0,118906.0,0.9068763537630801
19K345,2008,130707.0,118578.0,0.9072046638665106
19K346,2006,145936.0,131962.0,0.9042456967437781
19K346,2007,150528.0,137928.0,0.9162946428571429
19K346,2008,143083.0,131449.0,0.9186905502400704
19K364,2006,81359.0,73765.0,0.9066606030064283
19K364,2007,76090.0,69223.0,0.9097516099356026
19K364,2008,71806.0,65186.0,0.9078071470350667
19K404,2006,18633.0,16466.0,0.8837009606611925
19K404,2007,36041.0,30978.0,0.8595211009683416
19K404,2008,51686.0,43147.0,0.8347908524552103
19K409,2006,79977.0,66077.0,0.8262000325093465
19K409,2007,80442.0,69762.0,0.8672335347206683
19K409,2008,78919.0,68796.0,0.871729241374067
19K420,2006,439140.0,290266.0,0.6609873844332104
19K420,2007,410632.0,272400.0,0.6633676868826589
19K420,2008,274359.0,168209.0,0.6130981670001713
19K421,2006,1302.0,1302.0,1.0
19K421,2007,1295.0,1295.0,1.0
19K431,2006,35475.0,15014.0,0.4232276250880902
19K431,2007,45044.0,14390.0,0.31946541159754904
