DBN,Cohort,Total Enrolled,Total Present,Average Attendance
08X375,2008,58882.0,51931.0,0.8819503413606875
08X376,2007,18359.0,16752.0,0.9124679993463696
08X376,2008,31561.0,28715.0,0.9098254174455815
08X377,2007,17526.0,12833.0,0.7322264064817985
08X377,2008,31664.0,22746.0,0.7183552299140981
08X405,2006,696254.0,565691.0,0.8124779175415868
08X405,2007,702154.0,578900.0,0.8244630095392179
08X405,2008,665843.0,559450.0,0.8402130832643732
08X408,2006,43501.0,19614.0,0.45088618652444773
08X408,2007,39940.0,20745.0,0.5194041061592388
08X408,2008,34867.0,19223.0,0.5513236011128001
08X424,2008,71947.0,60938.0,0.846984585875714
08X450,2006,228661.0,163874.0,0.7166679057644285
08X450,2007,106453.0,77356.0,0.7266681070519384
08X450,2008,41950.0,30103.0,0.7175923718712753
08X452,2006,49364.0,39018.0,0.790414066931367
08X452,2007,51153.0,38447.0,0.7516079213340371
08X452,2008,49672.0,39210.0,0.7893783217909486
08X507,2006,23641.0,14927.0,0.6314030709360856
08X507,2007,29676.0,16273.0,0.5483555735274296
08X507,2008,28222.0,16482.0,0.5840124725391539
08X516,2006,558.0,558.0,1.0
08X516,2007,552.0,551.0,0.9981884057971014
08X516,2008,371.0,371.0,1.0
08X518,2006,1302.0,1302.0,1.0
08X518,2007,1295.0,1292.0,0.9976833976833976
08X518,2008,1103.0,1103.0,1.0
08X519,2006,54919.0,45432.0,0.827254684171234
08X519,2007,69266.0,57912.0,0.8360811942367107
08X519,2008,68265.0,59803.0,0.8760418955540906
08X530,2006,59068.0,47451.0,0.8033283673054784
08X530,2007,68966.0,55446.0,0.8039613722703941
08X530,2008,75061.0,60440.0,0.8052117611009713
08X540,2006,59386.0,47626.0,0.8019735291146062
08X540,2007,65200.0,51449.0,0.7890950920245399
08X540,2008,62404.0,48469.0,0.7766970066021409
08X560,2007,65670.0,45938.0,0.6995279427440232
08X560,2008,65892.0,41869.0,0.6354185637103138
08X650,2006,294355.0,230701.0,0.7837509130131983
08X650,2007,282412.0,217730.0,0.7709658229820262
08X650,2008,242261.0,183766.0,0.7585455356000347
08X686,2006,46464.0,36505.0,0.785662017906336
08X686,2007,25937.0,21949.0,0.8462428191386822
09X002,2006,60097.0,54032.0,0.8990798209561209
09X002,2007,55442.0,48320.0,0.8715414306843188
09X002,2008,55029.0,48227.0,0.8763924476185284
09X004,2006,108651.0,95570.0,0.8796053418744421
09X004,2007,97132.0,87003.0,0.8957192274430672
09X004,2008,88112.0,79264.0,0.8995823497366987
09X011,2006,128611.0,115028.0,0.8943869497943411
09X011,2007,132405.0,119612.0,0.9033797817302972
09X011,2008,124603.0,110921.0,0.8901952601462244
09X022,2006,129716.0,119342.0,0.920025286009436
09X022,2007,124032.0,115312.0,0.9296955624355006
09X022,2008,117522.0,107546.0,0.9151137659331869
09X028,2006,147357.0,134392.0,0.9120163955563699
09X028,2007,143587.0,131682.0,0.9170885943713567
09X028,2008,137759.0,126551.0,0.9186405243940505
09X035,2006,127687.0,119998.0,0.9397824367398404
09X035,2007,127267.0,119341.0,0.9377214831810289
09X035,2008,124127.0,115324.0,0.9290806996060487
09X042,2006,98027.0,89095.0,0.9088822467279423
09X042,2007,98041.0,90204.0,0.9200640548342021
09X042,2008,96990.0,87479.0,0.9019383441591917
09X053,2006,256365.0,228695.0,0.8920679499931738
09X053,2007,245161.0,219558.0,0.8955665868551687
09X053,2008,243535.0,219773.0,0.9024288090007596
09X055,2006,132777.0,122704.0,0.9241359572817581
09X055,2007,129393.0,120670.0,0.9325852248576043
09X055,2008,120757.0,112279.0,0.9297928898531762
09X058,2006,77251.0,68312.0,0.8842862875561481
09X058,2007,77162.0,69041.0,0.8947538944039812
09X058,2008,91807.0,82749.0,0.9013364993954709
09X063,2006,86564.0,77919.0,0.9001316944688323
09X063,2007,89764.0,81795.0,0.9112227619090059
09X063,2008,89909.0,82759.0,0.920475147093172
09X064,2006,172578.0,157180.0,0.9107765763886475
09X064,2007,166604.0,151620.0,0.9100621833809512
09X064,2008,158397.0,144577.0,0.9127508728069345
09X070,2006,280930.0,253278.0,0.9015697860677037
09X070,2007,259670.0,234450.0,0.9028767281549659
09X070,2008,249901.0,224263.0,0.8974073733198347
09X073,2006,151732.0,135433.0,0.8925803390187963
09X073,2007,152785.0,139140.0,0.9106914945838924
09X073,2008,161651.0,147145.0,0.9102634688310001
09X088,2006,58592.0,54631.0,0.9323969142545058
09X088,2007,54658.0,50610.0,0.9259394782099601
09X088,2008,51642.0,48008.0,0.9296309205685295
09X090,2006,238984.0,219072.0,0.9166806146018144
09X090,2007,221985.0,205019.0,0.9235714124828254
09X090,2008,208887.0,193195.0,0.9248780441099733
09X109,2006,133712.0,119719.0,0.8953497068325954
09X109,2007,131149.0,119935.0,0.9144942012520111
09X109,2008,132560.0,121040.0,0.9130959565479783
09X110,2006,93318.0,83649.0,0.8963865492188002
09X110,2007,81733.0,74807.0,0.9152606658265328
09X110,2008,70497.0,64882.0,0.9203512206193172
09X114,2006,149190.0,136537.0,0.9151886855687379
09X114,2007,145930.0,134819.0,0.923860755156582
09X114,2008,137611.0,127015.0,0.9230003415424639
09X117,2006,198303.0,173208.0,0.8734512337180981
09X117,2007,170193.0,149035.0,0.8756823136086678
09X117,2008,160366.0,138874.0,0.8659815671651098
09X126,2006,148164.0,133534.0,0.9012580653870036
09X126,2007,149896.0,135387.0,0.903206222981267
09X126,2008,144831.0,130419.0,0.9004909169998135
09X128,2006,46910.0,43757.0,0.9327861863142187
09X128,2007,51605.0,48208.0,0.9341730452475535
09X128,2008,53064.0,49297.0,0.9290102517714458
09X132,2006,111256.0,97753.0,0.8786312648306608
09X132,2007,108458.0,97011.0,0.8944568404359291
09X132,2008,107327.0,96581.0,0.899876079644451
09X145,2006,93668.0,85245.0,0.9100760131528377
09X145,2007,87483.0,79928.0,0.9136403644136575
09X145,2008,84722.0,76766.0,0.9060928684403107
09X163,2006,132090.0,121347.0,0.9186690892573246
09X163,2007,124250.0,114033.0,0.9177706237424548
09X163,2008,120791.0,110524.0,0.9150019455091852
09X166,2006,183486.0,162985.0,0.8882694047502262
09X166,2007,172642.0,152315.0,0.8822592416677286
09X166,2008,145041.0,126026.0,0.8688991388641832
09X170,2006,46413.0,43253.0,0.9319156270872385
09X170,2007,46695.0,43563.0,0.9329264375200771
09X170,2008,44714.0,41478.0,0.9276289305362974
09X199,2006,145397.0,129388.0,0.889894564537095
09X199,2007,141621.0,127449.0,0.8999300951130129
09X199,2008,135347.0,121552.0,0.8980767952004847
09X204,2006,68208.0,62133.0,0.9109342012667135
09X204,2007,68283.0,62478.0,0.9149861605377619
09X204,2008,60736.0,56036.0,0.9226159114857745
09X215,2006,46223.0,43808.0,0.9477532829976418
09X215,2007,53818.0,51150.0,0.9504255081942844
09X215,2008,67937.0,63495.0,0.9346158941372154
09X218,2006,176770.0,168835.0,0.9551111613961645
09X218,2007,169203.0,160195.0,0.9467621732475192
09X218,2008,163187.0,153658.0,0.9416068681941576
09X219,2006,97321.0,83412.0,0.8570812054952168
09X219,2007,83580.0,73199.0,0.8757956448911223
09X219,2008,83048.0,73783.0,0.8884380117522397
09X227,2006,54149.0,42946.0,0.7931079059631757
09X227,2007,67405.0,56160.0,0.8331726133076182
09X227,2008,66267.0,51607.0,0.7787737486229949
09X229,2006,74757.0,65743.0,0.8794226627606779
09X229,2007,70587.0,61843.0,0.8761244988453964
09X229,2008,67067.0,58935.0,0.8787481175540877
09X230,2006,90871.0,78853.0,0.8677465858194584
09X230,2007,93010.0,81313.0,0.8742393291043974
09X230,2008,83057.0,74412.0,0.895914853654719
09X231,2006,45376.0,39356.0,0.8673307475317349
09X231,2007,67723.0,58927.0,0.8701179805974336
09X231,2008,70379.0,61522.0,0.87415280126174
09X232,2006,110580.0,96359.0,0.8713962741906313
09X232,2007,93397.0,82451.0,0.8828013747764918
09X232,2008,77888.0,70196.0,0.9012428101889893
09X236,2006,78113.0,70170.0,0.8983139810274858
09X236,2007,71934.0,64350.0,0.8945700225206439
09X236,2008,70391.0,62595.0,0.8892472048983535
09X239,2006,41527.0,34132.0,0.8219230861848917
09X239,2007,52829.0,40411.0,0.7649397111435007
09X239,2008,49126.0,37982.0,0.7731547449415788
09X250,2006,53885.0,47957.0,0.8899879372738239
09X250,2007,75624.0,65312.0,0.8636411721146726
09X250,2008,78683.0,65340.0,0.8304208024605061
09X251,2006,35517.0,27641.0,0.778247036630346
09X251,2007,49702.0,39390.0,0.7925234397006157
09X251,2008,58727.0,47119.0,0.8023396393481703
09X252,2006,37179.0,32172.0,0.8653272008391835
09X252,2007,57169.0,49499.0,0.8658363798562158
09X252,2008,67877.0,58360.0,0.8597905034105809
09X260,2006,38504.0,35680.0,0.9266569707043424
09X260,2007,56540.0,50987.0,0.90178634594977
09X260,2008,73449.0,66223.0,0.9016188103309779
09X263,2006,38678.0,32106.0,0.8300842856404157
09X263,2007,56064.0,43893.0,0.7829088184931506
09X263,2008,69707.0,55881.0,0.8016555008822643
09X276,2006,34842.0,26768.0,0.7682681820791
09X276,2007,47660.0,35823.0,0.7516365925304238
09X276,2008,51939.0,38637.0,0.7438918731588979
09X303,2006,60887.0,55151.0,0.905792697948659
09X303,2007,63886.0,58411.0,0.9143004727170272
09X303,2008,64322.0,58339.0,0.906983613693604
09X313,2006,84470.0,73245.0,0.8671125843494731
09X313,2007,79356.0,67634.0,0.8522859015071325
09X313,2008,74708.0,65200.0,0.8727311666755903
09X323,2006,101255.0,87158.0,0.8607772455681201
09X323,2007,92998.0,79999.0,0.8602228004903332
09X323,2008,95236.0,82149.0,0.8625834768364904
09X325,2006,91640.0,81553.0,0.8899279790484504
09X325,2007,88732.0,80421.0,0.9063359329216066
09X325,2008,86409.0,78110.0,0.9039567637630339
09X327,2006,39540.0,37001.0,0.935786545270612
09X327,2007,40210.0,37532.0,0.9333996518279035
09X327,2008,42239.0,39361.0,0.9318639172328891
09X328,2006,56952.0,48833.0,0.85744135412277
09X328,2007,48150.0,42335.0,0.8792315680166147
09X328,2008,50274.0,44684.0,0.8888093248995504
09X329,2006,19245.0,15350.0,0.7976097687711093
09X329,2007,37469.0,29942.0,0.7991139341855934
09X329,2008,49983.0,40052.0,0.8013124462317188
09X339,2006,170271.0,146388.0,0.8597353630389203
09X339,2007,164208.0,142511.0,0.8678688005456494
09X339,2008,152437.0,131827.0,0.8647966044989077
09X365,2007,18537.0,17433.0,0.9404434374494255
09X365,2008,35481.0,32586.0,0.9184070347509935
09X505,2006,105569.0,84905.0,0.8042607204766551
09X505,2007,107455.0,90725.0,0.8443069191754689
09X505,2008,108127.0,92030.0,0.8511287652482729
09X517,2006,72712.0,58720.0,0.8075695896138189
09X517,2007,91092.0,75797.0,0.8320928292275941
09X517,2008,99236.0,85282.0,0.8593857067999516
09X525,2006,105906.0,91906.0,0.8678073008139293
09X525,2007,109220.0,92312.0,0.8451931880607947
09X525,2008,111018.0,93120.0,0.8387829000702589
10X003,2006,96788.0,86753.0,0.8963197917097161
10X003,2007,89001.0,79675.0,0.8952146605094324
10X003,2008,82356.0,73669.0,0.8945189178687649
10X007,2006,116849.0,109113.0,0.9337948976884697
10X007,2007,106444.0,99361.0,0.9334579685092631
10X007,2008,97644.0,91549.0,0.9375793699561673
10X008,2006,214067.0,194183.0,0.9071131935328659
10X008,2007,214231.0,195052.0,0.9104751413194169
10X008,2008,208852.0,189506.0,0.9073698121157566
10X009,2006,131438.0,117713.0,0.8955781433071106
10X009,2007,129795.0,116589.0,0.8982549404830694
10X009,2008,122764.0,110093.0,0.896785702648985
10X015,2006,105744.0,99171.0,0.9378404448479346
10X015,2007,106217.0,99701.0,0.9386538877957389
10X015,2008,105057.0,97324.0,0.9263923393967085
10X020,2006,234981.0,214713.0,0.9137462177793099
10X020,2007,221458.0,202842.0,0.915938913924988
10X020,2008,203743.0,185617.0,0.911034980342883
10X023,2006,120269.0,106533.0,0.8857893555280246
10X023,2007,101991.0,91975.0,0.901795256444196
10X023,2008,103548.0,93651.0,0.9044211380229459
10X024,2006,132742.0,124430.0,0.937382290458182
10X024,2007,135039.0,127703.0,0.9456749531616793
10X024,2008,139835.0,130905.0,0.9361390209890228
10X032,2006,156497.0,141940.0,0.9069822424711017
10X032,2007,152785.0,138412.0,0.9059266289229964
10X032,2008,144496.0,130714.0,0.9046201970988816
10X033,2006,195992.0,179231.0,0.914481203314421
10X033,2007,193539.0,176915.0,0.9141051674339539
10X033,2008,176903.0,161840.0,0.9148516418602285
10X037,2006,105075.0,96222.0,0.9157458957887223
10X037,2007,104307.0,95462.0,0.9152022395428878
10X037,2008,105300.0,95453.0,0.9064862298195632
10X045,2006,222323.0,201609.0,0.9068292529337946
10X045,2007,197865.0,180070.0,0.9100649432694009
10X045,2008,186579.0,168830.0,0.9048713949587038
10X046,2006,227932.0,208952.0,0.916729550918695
10X046,2007,227657.0,209611.0,0.9207316269651273
10X046,2008,226328.0,208088.0,0.9194089993284084
10X051,2006,45938.0,43202.0,0.9404414645826984
10X051,2007,50753.0,47571.0,0.9373041987665753
10X051,2008,51990.0,48800.0,0.938642046547413
10X054,2006,92281.0,82740.0,0.8966092695137677
10X054,2007,88191.0,79536.0,0.9018607340885124
10X054,2008,90708.0,81870.0,0.9025664770472285
10X056,2006,99326.0,91310.0,0.9192960554134869
10X056,2007,104156.0,96512.0,0.9266100848726909
10X056,2008,109496.0,101380.0,0.9258785709066998
10X059,2006,102902.0,93853.0,0.9120619618666304
10X059,2007,96504.0,88853.0,0.9207183121943132
10X059,2008,99631.0,90721.0,0.9105700033122222
10X079,2006,193024.0,176812.0,0.9160104442970822
10X079,2007,191071.0,174238.0,0.9119018584714582
10X079,2008,77871.0,72129.0,0.9262626651770235
10X080,2006,138630.0,120528.0,0.8694222029863666
10X080,2007,123625.0,107754.0,0.8716198179979777
10X080,2008,121163.0,106393.0,0.8780980992547229
10X081,2006,125605.0,117025.0,0.9316906174117272
10X081,2007,127959.0,119431.0,0.9333536523417657
10X081,2008,125821.0,117776.0,0.936059958194578
10X085,2006,209009.0,189541.0,0.9068556856403313
10X085,2007,215369.0,196239.0,0.9111757030956172
10X085,2008,212690.0,194048.0,0.912351309417462
10X086,2006,309016.0,278898.0,0.9025357910270019
10X086,2007,313352.0,282860.0,0.9026909035206413
10X086,2008,303428.0,276007.0,0.9096293025033946
10X091,2006,144812.0,129711.0,0.8957199679584564
10X091,2007,138995.0,125434.0,0.9024353394006979
10X091,2008,136590.0,122596.0,0.8975474046416282
10X094,2006,194361.0,174314.0,0.8968568797238129
10X094,2007,191533.0,174713.0,0.9121822349151322
10X094,2008,168247.0,153028.0,0.9095437065742629
10X095,2006,242033.0,220322.0,0.9102973561456495
10X095,2007,225450.0,206312.0,0.9151119982257707
10X095,2008,219887.0,200190.0,0.9104221713880312
10X118,2006,225669.0,203700.0,0.9026494556186273
10X118,2007,212788.0,191086.0,0.898011166043198
10X118,2008,210934.0,192054.0,0.9104933296670996
10X141,2006,228577.0,200462.0,0.8769998731280925
10X141,2007,227193.0,207079.0,0.9114673427438346
10X141,2008,231388.0,205735.0,0.8891342679827822
10X159,2006,45010.0,42458.0,0.9433014885580983
10X159,2007,42108.0,39657.0,0.9417925334853234
10X159,2008,39910.0,37059.0,0.9285642696066149
10X205,2006,182115.0,168362.0,0.9244817834884551
10X205,2007,176171.0,163691.0,0.9291597368465866
10X205,2008,175999.0,163729.0,0.9302836947937204
10X206,2006,78803.0,70628.0,0.8962602946588328
10X206,2007,76496.0,69269.0,0.90552447186781
10X206,2008,67661.0,61217.0,0.9047604971844933
10X207,2006,90551.0,81144.0,0.8961137922275845
10X207,2007,91099.0,82196.0,0.9022711555560434
10X207,2008,87549.0,78609.0,0.8978857554055443
10X209,2006,38933.0,35986.0,0.9243058587830375
10X209,2007,41677.0,39064.0,0.9373035487199175
10X209,2008,43827.0,40726.0,0.929244529627855
10X213,2006,48300.0,41312.0,0.8553209109730849
10X213,2007,58623.0,50682.0,0.8645412210224656
10X213,2008,62662.0,50437.0,0.8049056844658645
10X225,2006,81822.0,74367.0,0.9088875852460219
10X225,2007,84553.0,74594.0,0.8822158882594349
10X225,2008,91911.0,81351.0,0.8851062440839508
10X226,2006,80326.0,73069.0,0.9096556532131563
10X226,2007,78781.0,71747.0,0.9107145123824273
10X226,2008,77569.0,71550.0,0.9224045688354884
10X228,2006,25253.0,23684.0,0.9378687680671604
10X228,2007,26379.0,24989.0,0.9473065696197733
10X228,2008,27556.0,26247.0,0.9524967339236464
10X237,2006,74408.0,64118.0,0.8617084184496291
10X237,2007,85183.0,71769.0,0.842527264829837
10X237,2008,72516.0,60394.0,0.8328368911688455
10X241,2006,44573.0,42435.0,0.9520337424001077
10X241,2007,61495.0,56813.0,0.9238637287584357
10X241,2008,74942.0,68093.0,0.9086093245443143
10X243,2006,84353.0,67265.0,0.797422735409529
10X243,2007,99642.0,80481.0,0.8077015716264226
10X243,2008,100929.0,86985.0,0.8618434741253752
10X244,2006,129968.0,115272.0,0.886926012556937
10X244,2007,133069.0,118021.0,0.8869158105945036
10X244,2008,137834.0,123117.0,0.8932266349376786
10X246,2006,149965.0,134623.0,0.8976961290967892
10X246,2007,151025.0,137509.0,0.9105048832974673
10X246,2008,144128.0,131371.0,0.9114883992007105
10X254,2006,89558.0,80728.0,0.9014046762991581
10X254,2007,84499.0,75358.0,0.8918212049846743
10X254,2008,89699.0,80516.0,0.8976242767477899
10X268,2006,39052.0,33548.0,0.8590597152514596
10X268,2007,55167.0,46173.0,0.8369677524607102
10X268,2008,73281.0,61355.0,0.8372565876557362
10X279,2006,196406.0,179147.0,0.912125902467338
10X279,2007,190809.0,174572.0,0.9149044332290406
10X279,2008,175330.0,160495.0,0.9153881252495295
10X280,2006,139027.0,129003.0,0.9278988973364886
10X280,2007,144753.0,133988.0,0.925631938543588
10X280,2008,141064.0,131004.0,0.9286848522656382
10X284,2006,65003.0,55014.0,0.846330169376798
10X284,2007,69485.0,58172.0,0.8371878822767503
10X284,2008,75444.0,62149.0,0.8237765760033933
10X291,2006,105874.0,97362.0,0.9196025464231067
10X291,2007,103248.0,94833.0,0.9184972105997211
10X291,2008,101882.0,93277.0,0.9155395457490038
10X306,2006,136036.0,122690.0,0.90189361639566
10X306,2007,132980.0,122005.0,0.9174687922995939
10X306,2008,132823.0,121957.0,0.9181918794184742
10X307,2006,47057.0,44237.0,0.9400726778162654
10X307,2007,55559.0,52805.0,0.950431073273457
10X307,2008,57545.0,54871.0,0.9535320184203667
10X308,2006,50784.0,46248.0,0.9106805293005671
10X308,2007,53690.0,49306.0,0.9183460607189421
10X308,2008,56111.0,51826.0,0.9236335121455687
10X310,2006,134271.0,124492.0,0.9271696792308093
10X310,2007,132622.0,122953.0,0.927093544057547
10X310,2008,131182.0,120939.0,0.9219176411397905
10X315,2006,42745.0,39220.0,0.917534214528015
10X315,2007,44142.0,40964.0,0.9280050745321916
10X315,2008,43174.0,40104.0,0.9288923889377866
10X319,2007,20764.0,13851.0,0.6670680023116933
10X319,2008,33738.0,22370.0,0.6630505661272156
10X324,2006,15390.0,14253.0,0.9261208576998051
10X324,2007,28189.0,26524.0,0.9409344070382064
10X324,2008,33971.0,31726.0,0.9339142209531659
10X331,2006,94827.0,87778.0,0.9256646313813577
10X331,2007,90714.0,84116.0,0.9272659126485437
10X331,2008,76779.0,71537.0,0.9317261230284323
10X340,2006,100331.0,93709.0,0.9339984650805833
10X340,2007,95353.0,89421.0,0.9377890575021237
10X340,2008,89895.0,84353.0,0.9383502975693865
10X342,2006,50042.0,41963.0,0.8385556132848407
10X342,2007,69488.0,57371.0,0.8256245682707806
10X342,2008,88871.0,73350.0,0.8253536024124856
10X344,2006,10986.0,10137.0,0.9227198252321136
10X344,2007,14810.0,14006.0,0.9457123565158676
10X344,2008,16855.0,15537.0,0.9218036191041235
10X360,2006,93578.0,85844.0,0.9173523691465942
10X360,2007,91236.0,84220.0,0.9231005304923495
10X360,2008,88558.0,81678.0,0.9223108019602972
10X368,2006,183881.0,162932.0,0.8860730581191096
10X368,2007,178746.0,157915.0,0.8834603291821915
10X368,2008,181032.0,159390.0,0.8804520747713112
10X374,2007,21038.0,19714.0,0.9370662610514308
10X374,2008,37430.0,33849.0,0.9043280790809511
10X382,2008,47104.0,42939.0,0.9115786345108695
10X386,2008,56458.0,50150.0,0.888270927060824
10X390,2006,105221.0,93728.0,0.8907727544881725
10X390,2007,96239.0,86328.0,0.8970168019202195
10X390,2008,91824.0,83065.0,0.9046109949468548
10X391,2006,147843.0,128538.0,0.8694222925671151
10X391,2007,138094.0,120708.0,0.8741002505539704
10X391,2008,133937.0,119414.0,0.8915684239605187
10X396,2006,55067.0,49294.0,0.8951640728567019
10X396,2007,49048.0,44992.0,0.9173054966563366
10X396,2008,46228.0,41952.0,0.9075019468720256
10X397,2008,14093.0,12373.0,0.8779535939828284
10X399,2006,140069.0,123510.0,0.8817796942935268
10X399,2007,136633.0,119843.0,0.8771160700562821
10X399,2008,128439.0,110998.0,0.8642079119270627
10X412,2006,82472.0,67788.0,0.8219516926957028
10X412,2007,84843.0,70815.0,0.8346593119055196
10X412,2008,76635.0,65280.0,0.8518301037385007
10X413,2006,90106.0,75193.0,0.8344949281956806
10X413,2007,90390.0,78281.0,0.8660360659364974
10X413,2008,87666.0,77391.0,0.8827937855040723
10X414,2006,77791.0,70043.0,0.9003997891786968
10X414,2007,78691.0,70590.0,0.8970530302067581
10X414,2008,78440.0,67983.0,0.8666879143294237
10X430,2006,163429.0,120537.0,0.737549639292904
10X433,2006,87178.0,66701.0,0.7651127578058684
10X433,2007,83531.0,64727.0,0.7748859704780261
10X433,2008,83053.0,65086.0,0.78366826002673
10X434,2006,69693.0,56332.0,0.8082877763907422
10X434,2007,64615.0,53763.0,0.8320513812582218
10X434,2008,66293.0,56205.0,0.8478270707314498
10X435,2006,1692.0,1692.0,1.0
10X435,2007,113.0,109.0,0.9646017699115044
10X435,2008,247.0,247.0,1.0
10X437,2006,74042.0,60673.0,0.8194403176575458
10X437,2007,67739.0,56928.0,0.8404021317114218
10X437,2008,62524.0,55234.0,0.8834047725673342
10X438,2006,93471.0,70000.0,0.7488953793155096
10X438,2007,86374.0,63470.0,0.7348276101604649
10X438,2008,86510.0,66102.0,0.7640966362270257
10X439,2006,78300.0,61628.0,0.7870753512132822
10X439,2007,71000.0,57178.0,0.8053239436619718
10X439,2008,73730.0,61762.0,0.8376780143767801
10X440,2006,744612.0,605312.0,0.8129227033676599
10X440,2007,736225.0,585945.0,0.795877618934429
10X440,2008,759390.0,601993.0,0.7927323246289785
10X441,2006,1697.0,1692.0,0.9970536240424278
10X441,2007,1505.0,1505.0,1.0
10X441,2008,910.0,910.0,1.0
10X442,2006,55543.0,48595.0,0.8749077291467872
10X442,2007,58370.0,51868.0,0.8886071612129519
10X442,2008,63608.0,53205.0,0.836451389762294
10X445,2006,424912.0,408470.0,0.9613049290205972
10X445,2007,454830.0,438747.0,0.9646395356506827
10X445,2008,473290.0,457329.0,0.9662764901012064
10X475,2006,458794.0,342485.0,0.7464897099787704
10X475,2007,335524.0,274588.0,0.8183855700337382
10X475,2008,257097.0,207869.0,0.8085236311586678
10X476,2006,33018.0,9105.0,0.2757586770852262
10X476,2007,34096.0,12110.0,0.3551736274049742
10X476,2008,157.0,26.0,0.16560509554140126
10X477,2006,71790.0,66724.0,0.9294330686725171
10X477,2007,71345.0,65974.0,0.9247179199663607
10X477,2008,71739.0,66187.0,0.9226083441363833
10X478,2006,2271.0,2271.0,1.0
10X478,2007,2035.0,2023.0,0.9941031941031941
10X478,2008,1804.0,1804.0,1.0
10X503,2006,34748.0,13199.0,0.37984919995395416
10X503,2007,37617.0,15607.0,0.41489220299332746
10X503,2008,30450.0,12891.0,0.4233497536945813
10X504,2006,40253.0,20246.0,0.5029687228281122
10X504,2007,34197.0,15275.0,0.4466766090592742
10X504,2008,29273.0,12078.0,0.412598640385338
10X512,2006,22894.0,12791.0,0.5587053376430505
10X512,2007,22423.0,13701.0,0.6110243945948357
10X512,2008,5899.0,4282.0,0.7258857433463299
10X546,2006,61791.0,52428.0,0.8484730786036802
10X546,2007,70483.0,56453.0,0.800944908701389
10X546,2008,71550.0,56672.0,0.7920614954577219
10X549,2006,60753.0,50153.0,0.8255230194393692
10X549,2007,72250.0,59546.0,0.824166089965398
10X549,2008,73638.0,61938.0,0.8411146418968467
10X660,2006,240036.0,193349.0,0.8055000083320836
10X660,2007,239446.0,189532.0,0.7915438136364775
10X660,2008,242243.0,194144.0,0.8014431789566675
10X667,2006,42102.0,16868.0,0.4006460500688803
10X667,2007,39539.0,16796.0,0.42479577126381546
10X667,2008,36874.0,15898.0,0.4311438954276726
10X696,2006,58216.0,53656.0,0.9216710182767625
10X696,2007,56723.0,54320.0,0.9576362322162086
10X696,2008,57687.0,55193.0,0.9567666892020733
11X016,2006,122187.0,112580.0,0.9213746143206724
11X016,2007,110689.0,102356.0,0.9247169998825538
11X016,2008,117802.0,107798.0,0.915077842481452
11X019,2006,88062.0,82024.0,0.9314346710272308
11X019,2007,91327.0,85166.0,0.9325391176760432
11X019,2008,92643.0,86734.0,0.9362175231803807
11X021,2006,148200.0,132574.0,0.8945614035087719
11X021,2007,148845.0,134194.0,0.9015687460109509
11X021,2008,155619.0,141117.0,0.9068108649972048
11X041,2006,168572.0,151853.0,0.9008198277293975
11X041,2007,162104.0,147413.0,0.9093729951142476
11X041,2008,159659.0,144634.0,0.905893184850212
11X068,2006,147194.0,137405.0,0.9334959305406471
11X068,2007,150397.0,140808.0,0.9362420792967945
11X068,2008,139198.0,130240.0,0.9356456270923433
11X076,2006,191908.0,176449.0,0.9194457761010484
11X076,2007,191828.0,176623.0,0.9207362845882769
11X076,2008,201691.0,185523.0,0.9198377716407772
11X078,2006,152469.0,136042.0,0.8922600659806256
11X078,2007,146803.0,132723.0,0.9040891534914136
11X078,2008,145126.0,130369.0,0.8983159461433513
11X083,2006,292252.0,266988.0,0.9135540560885811
11X083,2007,299010.0,273943.0,0.9161666833885155
11X083,2008,291215.0,272941.0,0.937249111481208
11X087,2006,98305.0,90971.0,0.9253954529271146
11X087,2007,92716.0,86044.0,0.9280383105397126
11X087,2008,96170.0,88418.0,0.9193927420193407
11X089,2006,246467.0,219994.0,0.8925900830537151
11X089,2007,242307.0,217613.0,0.8980879627910048
11X089,2008,240028.0,214373.0,0.8931166363924209
11X096,2006,190056.0,173870.0,0.9148356273940312
11X096,2007,185703.0,170494.0,0.9181004076401565
11X096,2008,181505.0,166979.0,0.9199691468554585
11X097,2006,132197.0,121444.0,0.9186592736597653
11X097,2007,136619.0,126869.0,0.9286336453933933
11X097,2008,132682.0,121824.0,0.9181652371836421
11X103,2006,211238.0,191767.0,0.9078243497855499
11X103,2007,199613.0,182985.0,0.9166988122016101
11X103,2008,197449.0,179761.0,0.9104173736002714
11X105,2006,278489.0,257469.0,0.9245212557767093
11X105,2007,273475.0,254031.0,0.9289002651064997
11X105,2008,270065.0,252653.0,0.9355266324773666
11X106,2006,185491.0,170868.0,0.9211659864899105
11X106,2007,231856.0,212742.0,0.9175608998688841
11X106,2008,224311.0,207224.0,0.923824511504117
11X108,2006,108812.0,102011.0,0.9374977024592875
11X108,2007,106623.0,100453.0,0.9421325605169616
11X108,2008,107843.0,101190.0,0.9383084669380488
11X111,2006,117966.0,105543.0,0.8946899954224099
11X111,2007,112895.0,101129.0,0.8957792639177997
11X111,2008,118122.0,105821.0,0.8958619054875467
11X112,2006,118550.0,105040.0,0.8860396457191059
11X112,2007,115171.0,102948.0,0.8938708529056794
11X112,2008,106151.0,94971.0,0.8946783355785626
11X113,2007,436.0,436.0,1.0
11X121,2006,144931.0,133930.0,0.9240949141315522
11X121,2007,149345.0,138089.0,0.9246308882118585
